DOW;AUT;ACH;SOI;IDN5;NM5;IDN4;NM4;IDN3;NM3;IDN2;NM2;VYMERA;NUTS1;NUTS1_CODE;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;836907;Michalová;508772;Michalová;603;Brezno;6;Banskobystrický;14326632;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Michalová;SK0323508772
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;836915;Michalovce;522279;Michalovce;807;Michalovce;8;Košický;18259843;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Michalovce;SK0427522279
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837075;Stráňany;522279;Michalovce;807;Michalovce;8;Košický;15106894;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Michalovce;SK0427522279
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837156;Vrbovec;522279;Michalovce;807;Michalovce;8;Košický;4914975;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Michalovce;SK0427522279
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837318;Močarany;522279;Michalovce;807;Michalovce;8;Košický;9417699;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Michalovce;SK0427522279
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837431;Topoľany;522279;Michalovce;807;Michalovce;8;Košický;5107822;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Michalovce;SK0427522279
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837504;Miklušovce;524867;Miklušovce;707;Prešov;7;Prešovský;7219778;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Miklušovce;SK0417524867
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837512;Miková;527572;Miková;711;Stropkov;7;Prešovský;12719619;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Miková;SK041B527572
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837521;Mikulášová;519600;Mikulášová;701;Bardejov;7;Prešovský;7996956;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Mikulášová;SK0411519600
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837539;Mikušovce pri Pruskom;513385;Mikušovce;302;Ilava;3;Trenčiansky;8499407;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Ilava;SK0222;Mikušovce;SK0222513385
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837547;Veľký Kýr;503380;Veľký Kýr;404;Nové Zámky;4;Nitriansky;21922992;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Veľký Kýr;SK0234503380
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837563;Milhostov;528099;Trebišov;811;Trebišov;8;Košický;8058913;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Trebišov;SK042B528099
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837571;Milochov;512842;Považská Bystrica;306;Považská Bystrica;3;Trenčiansky;8427854;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Považská Bystrica;SK0226512842
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837628;Miloslavov;508098;Miloslavov;108;Senec;1;Bratislavský;10194404;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Miloslavov;SK0108508098
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837636;Milpoš;524875;Milpoš;708;Sabinov;7;Prešovský;11081198;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Milpoš;SK0418524875
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837644;Miňovce;527581;Miňovce;711;Stropkov;7;Prešovský;6003168;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Miňovce;SK041B527581
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837661;Mirkovce;524883;Mirkovce;707;Prešov;7;Prešovský;9546265;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Mirkovce;SK0417524883
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837687;Miroľa;527599;Miroľa;712;Svidník;7;Prešovský;6111238;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Miroľa;SK041C527599
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837695;Mládzovo;511617;Mládzovo;607;Poltár;6;Banskobystrický;7978366;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Poltár;SK0327;Mládzovo;SK0327511617
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837709;Bučuháza;501905;Šamorín;201;Dunajská Streda;2;Trnavský;6171189;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Šamorín;SK0211501905
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837717;Kráľovianky;501905;Šamorín;201;Dunajská Streda;2;Trnavský;2249918;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Šamorín;SK0211501905
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837725;Mliečno;501905;Šamorín;201;Dunajská Streda;2;Trnavský;6449951;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Šamorín;SK0211501905
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837741;Mlynárovce;527602;Mlynárovce;712;Svidník;7;Prešovský;11110324;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Mlynárovce;SK041C527602
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837750;Mlynčeky;523739;Mlynčeky;703;Kežmarok;7;Prešovský;7795013;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Mlynčeky;SK0413523739
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837784;Mlynica;523747;Mlynica;706;Poprad;7;Prešovský;7618882;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Poprad;SK0416;Mlynica;SK0416523747
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837814;Mlynky;543357;Mlynky;810;Spišská Nová Ves;8;Košický;25140136;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Spišská Nová Ves;SK042A;Mlynky;SK042A543357
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837873;Mníchova Lehota;506231;Mníchova Lehota;309;Trenčín;3;Trenčiansky;16616073;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Mníchova Lehota;SK0229506231
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837890;Mníšek nad Hnilcom;543365;Mníšek nad Hnilcom;801;Gelnica;8;Košický;39410833;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Gelnica;SK0421;Mníšek nad Hnilcom;SK0421543365
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837920;Mníšek nad Popradom;526908;Mníšek nad Popradom;710;Stará Ľubovňa;7;Prešovský;9124615;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stará Ľubovňa;SK041A;Mníšek nad Popradom;SK041A526908
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837938;Pilhov;526908;Mníšek nad Popradom;710;Stará Ľubovňa;7;Prešovský;8664478;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stará Ľubovňa;SK041A;Mníšek nad Popradom;SK041A526908
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837954;Moča;501255;Moča;401;Komárno;4;Nitriansky;17870840;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Moča;SK0231501255
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;837989;Močiar;517071;Močiar;602;Banská Štiavnica;6;Banskobystrický;20918920;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Štiavnica;SK0322;Močiar;SK0322517071
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838004;Močidľany;524603;Jarovnice;708;Sabinov;7;Prešovský;5574312;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Jarovnice;SK0418524603
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838039;Modra;508101;Modra;107;Pezinok;1;Bratislavský;49623633;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Pezinok;SK0107;Modra;SK0107508101
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838063;Modra nad Cirochou;520497;Modra nad Cirochou;702;Humenné;7;Prešovský;7304080;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Modra nad Cirochou;SK0412520497
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838071;Modranka;506745;Trnava;207;Trnava;2;Trnavský;7696015;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Trnava;SK0217506745
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838080;Modrany;501263;Modrany;401;Komárno;4;Nitriansky;27065673;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Modrany;SK0231501263
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838098;Modrová;506249;Modrová;304;Nové Mesto nad Váhom;3;Trenčiansky;11674695;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Modrová;SK0224506249
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838101;Modrovka;506257;Modrovka;304;Nové Mesto nad Váhom;3;Trenčiansky;3159809;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Modrovka;SK0224506257
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838128;Modrý Kameň;516210;Modrý Kameň;610;Veľký Krtíš;6;Banskobystrický;19643856;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Modrý Kameň;SK032A516210
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838152;Mochovce;502413;Kalná nad Hronom;402;Levice;4;Nitriansky;17077073;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Kalná nad Hronom;SK0232502413
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838161;Mojín;514462;Rimavská Sobota;609;Rimavská Sobota;6;Banskobystrický;10837049;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Rimavská Sobota;SK0329514462
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838179;Mojmírovce;500577;Mojmírovce;403;Nitra;4;Nitriansky;19862965;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Mojmírovce;SK0233500577
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838187;Mojš;517801;Mojš;511;Žilina;5;Žilinský;2592615;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Mojš;SK031B517801
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838195;Mojšova Lúčka;517402;Žilina;511;Žilina;5;Žilinský;2968338;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Žilina;SK031B517402
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838217;Mojtín;513407;Mojtín;308;Púchov;3;Trenčiansky;10841448;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Púchov;SK0228;Mojtín;SK0228513407
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838225;Mojzesovo;503398;Mojzesovo;404;Nové Zámky;4;Nitriansky;7494261;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Mojzesovo;SK0234503398
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838233;Mokrá Lúka;580384;Mokrá Lúka;608;Revúca;6;Banskobystrický;15209826;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Mokrá Lúka;SK0328580384
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838241;Mokraď;509540;Dolný Kubín;503;Dolný Kubín;5;Žilinský;1647788;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Dolný Kubín;SK0313509540
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838250;Mokradská Hoľa;509540;Dolný Kubín;503;Dolný Kubín;5;Žilinský;7028996;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Dolný Kubín;SK0313509540
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838268;Mokrance;521680;Mokrance;806;Košice - okolie;8;Košický;23411289;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Mokrance;SK0426521680
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838276;Mokroluh;519618;Mokroluh;701;Bardejov;7;Prešovský;7947212;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Mokroluh;SK0411519618
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838284;Mokrý Háj;504564;Mokrý Háj;206;Skalica;2;Trnavský;6870521;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Skalica;SK0216;Mokrý Háj;SK0216504564
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838306;Môlča;508781;Môlča;601;Banská Bystrica;6;Banskobystrický;9393346;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Môlča;SK0321508781
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838322;Moldava nad Bodvou;521698;Moldava nad Bodvou;806;Košice - okolie;8;Košický;12009507;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Moldava nad Bodvou;SK0426521698
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838411;Moravany;522791;Moravany;807;Michalovce;8;Košický;16675926;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Moravany;SK0427522791
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838420;Moravany nad Váhom;507342;Moravany nad Váhom;204;Piešťany;2;Trnavský;10785507;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Moravany nad Váhom;SK0214507342
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838454;Moravské Lieskové;506265;Moravské Lieskové;304;Nové Mesto nad Váhom;3;Trenčiansky;36420772;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Moravské Lieskové;SK0224506265
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838489;Moravský Svätý Ján;504572;Moravský Svätý Ján;205;Senica;2;Trnavský;39017487;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Senica;SK0215;Moravský Svätý Ján;SK0215504572
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838501;Morovno;513997;Handlová;307;Prievidza;3;Trenčiansky;3785871;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Handlová;SK0227513997
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838519;Studené;508110;Most pri Bratislave;108;Senec;1;Bratislavský;4154161;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Most pri Bratislave;SK0108508110
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838527;Most pri Bratislave;508110;Most pri Bratislave;108;Senec;1;Bratislavský;14856002;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Most pri Bratislave;SK0108508110
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838535;Mostište;512940;Dohňany;308;Púchov;3;Trenčiansky;3942562;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Púchov;SK0228;Dohňany;SK0228512940
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838543;Mostová;503924;Mostová;202;Galanta;2;Trnavský;17680716;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Mostová;SK0212503924
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838551;Šoriakoš;503924;Mostová;202;Galanta;2;Trnavský;7476380;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Mostová;SK0212503924
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838560;Moškovec;512451;Moškovec;509;Turčianske Teplice;5;Žilinský;2101153;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Moškovec;SK0319512451
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838578;Mošovce;512460;Mošovce;509;Turčianske Teplice;5;Žilinský;58090217;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Mošovce;SK0319512460
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838586;Moštenica;508799;Moštenica;601;Banská Bystrica;6;Banskobystrický;13422157;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Moštenica;SK0321508799
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838594;Mošurov;524905;Mošurov;707;Prešov;7;Prešovský;5436441;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Mošurov;SK0417524905
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838608;Dolné Motešice;506273;Motešice;309;Trenčín;3;Trenčiansky;3954593;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Motešice;SK0229506273
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838616;Horné Motešice;506273;Motešice;309;Trenčín;3;Trenčiansky;10580916;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Motešice;SK0229506273
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838659;Motyčky;508802;Motyčky;601;Banská Bystrica;6;Banskobystrický;13081860;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Motyčky;SK0321508802
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838683;Mrázovce;527611;Mrázovce;711;Stropkov;7;Prešovský;4647317;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Mrázovce;SK041B527611
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838691;Mučín;511625;Mučín;606;Lučenec;6;Banskobystrický;11736458;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Mučín;SK0326511625
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838721;Mudroňovo;501271;Mudroňovo;401;Komárno;4;Nitriansky;4006545;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Mudroňovo;SK0231501271
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838730;Mudrovce;521701;Mudrovce;806;Košice - okolie;8;Košický;5889377;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Mudrovce;SK0426521701
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838756;Muľa;516228;Muľa;610;Veľký Krtíš;6;Banskobystrický;12275728;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Muľa;SK032A516228
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838764;Muľka;511927;Trebeľovce;606;Lučenec;6;Banskobystrický;3215745;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Trebeľovce;SK0326511927
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838772;Muráň;525987;Muráň;608;Revúca;6;Banskobystrický;103153790;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Muráň;SK0328525987
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838799;Muránska Dlhá Lúka;525995;Muránska Dlhá Lúka;608;Revúca;6;Banskobystrický;18652774;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Muránska Dlhá Lúka;SK0328525995
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838802;Muránska Huta;526002;Muránska Huta;608;Revúca;6;Banskobystrický;8455166;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Muránska Huta;SK0328526002
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838811;Muránska Lehota;526011;Muránska Lehota;608;Revúca;6;Banskobystrický;7858289;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Muránska Lehota;SK0328526011
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838829;Muránska Zdychava;526029;Muránska Zdychava;608;Revúca;6;Banskobystrický;28581373;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Muránska Zdychava;SK0328526029
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838837;Mútne;509850;Mútne;507;Námestovo;5;Žilinský;64452204;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Námestovo;SK0317;Mútne;SK0317509850
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838896;Mužla;503401;Mužla;404;Nové Zámky;4;Nitriansky;51955634;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Mužla;SK0234503401
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;838926;Myjava;504581;Myjava;303;Myjava;3;Trenčiansky;12544993;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Myjava;SK0223;Myjava;SK0223504581
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839019;Grinava;508179;Pezinok;107;Pezinok;1;Bratislavský;10905682;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Pezinok;SK0107;Pezinok;SK0107508179
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839027;Myslina;520501;Myslina;702;Humenné;7;Prešovský;9541414;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Myslina;SK0412520501
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839108;Mýtna;511641;Mýtna;606;Lučenec;6;Banskobystrický;20281903;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Mýtna;SK0326511641
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839124;Mýtna Nová Ves;505048;Ludanice;406;Topoľčany;4;Nitriansky;4413703;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Ludanice;SK0236505048
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839141;Mýtne Ludany;502570;Mýtne Ludany;402;Levice;4;Nitriansky;17652369;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Mýtne Ludany;SK0232502570
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839159;Bystrá;557251;Bystrá;603;Brezno;6;Banskobystrický;15873795;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Bystrá;SK0323557251
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839175;Mýto pod Ďumbierom;508811;Mýto pod Ďumbierom;603;Brezno;6;Banskobystrický;10389902;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Mýto pod Ďumbierom;SK0323508811
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839205;Nacina Ves;522805;Nacina Ves;807;Michalovce;8;Košický;15803060;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Nacina Ves;SK0427522805
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839221;Livina;556173;Livina;305;Partizánske;3;Trenčiansky;3223350;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Partizánske;SK0225;Livina;SK0225556173
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839230;Nadlice;505170;Nadlice;305;Partizánske;3;Trenčiansky;5534358;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Partizánske;SK0225;Nadlice;SK0225505170
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839248;Ňagov;520519;Ňagov;705;Medzilaborce;7;Prešovský;9646331;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Medzilaborce;SK0415;Ňagov;SK0415520519
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839256;Naháč;507351;Naháč;207;Trnava;2;Trnavský;19672893;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Naháč;SK0217507351
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;839299;Nálepkovo;543373;Nálepkovo;801;Gelnica;8;Košický;55585319;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Gelnica;SK0421;Nálepkovo;SK0421543373
